,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,4.7,0.286,4.136,5.211,1816.0,5575.0,1.0
beta,1.913,0.053,1.812,2.011,36679.0,18578.0,1.0
sigma_u,0.74,0.247,0.294,1.189,307.0,538.0,1.01
sigma_v,1.306,0.166,0.998,1.605,887.0,1726.0,1.0
lam,-0.951,0.438,-1.657,-0.055,6643.0,11966.0,1.0
U[0],0.823,0.608,0.0,1.919,1074.0,3750.0,1.0
U[1],0.306,0.262,0.0,0.783,10800.0,12627.0,1.0
U[2],0.555,0.435,0.0,1.344,1998.0,6982.0,1.0
U[3],0.642,0.493,0.0,1.533,1513.0,4693.0,1.0
U[4],0.859,0.638,0.0,2.021,995.0,3388.0,1.0
U[5],0.794,0.588,0.0,1.851,1120.0,3756.0,1.0
U[6],0.386,0.32,0.0,0.974,6324.0,12507.0,1.0
U[7],0.674,0.515,0.0,1.602,1386.0,5378.0,1.0
U[8],0.626,0.484,0.0,1.503,1546.0,4740.0,1.0
U[9],0.474,0.376,0.0,1.159,3053.0,8368.0,1.0
U[10],0.535,0.426,0.0,1.312,2143.0,5872.0,1.0
U[11],0.591,0.456,0.0,1.414,1895.0,5616.0,1.0
U[12],0.793,0.586,0.0,1.844,1136.0,3768.0,1.0
U[13],0.435,0.354,0.0,1.078,4608.0,11087.0,1.0
U[14],0.57,0.443,0.0,1.371,2040.0,6440.0,1.0
U[15],0.376,0.316,0.0,0.959,6394.0,12740.0,1.0
U[16],0.96,0.699,0.0,2.227,821.0,2997.0,1.0
U[17],0.599,0.464,0.0,1.434,1874.0,5482.0,1.0
U[18],0.363,0.303,0.0,0.918,6922.0,11781.0,1.0
U[19],0.478,0.389,0.0,1.198,3525.0,7576.0,1.0
U[20],0.665,0.511,0.0,1.606,1464.0,4499.0,1.0
U[21],0.472,0.375,0.0,1.156,3253.0,8084.0,1.0
U[22],0.662,0.506,0.0,1.574,1605.0,5461.0,1.0
U[23],0.449,0.365,0.0,1.115,3499.0,10612.0,1.0
U[24],0.467,0.38,0.0,1.16,3716.0,7929.0,1.0
U[25],0.515,0.41,0.0,1.259,2755.0,7165.0,1.0
