,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,4.5,0.336,3.888,5.125,648.0,1542.0,1.01
beta,1.921,0.114,1.698,2.128,12117.0,16429.0,1.0
sigma_u,0.932,0.388,0.306,1.649,543.0,1287.0,1.01
sigma_v,1.118,0.16,0.793,1.397,777.0,1131.0,1.01
U[0],0.563,0.46,0.0,1.408,3357.0,7858.0,1.0
U[1],0.77,0.612,0.0,1.904,1688.0,4508.0,1.0
U[2],1.396,0.997,0.0,3.214,798.0,2422.0,1.01
U[3],1.083,0.8,0.0,2.539,954.0,3247.0,1.0
U[4],0.456,0.386,0.0,1.159,6585.0,10164.0,1.0
U[5],0.745,0.586,0.001,1.83,1817.0,4903.0,1.0
U[6],0.43,0.366,0.0,1.102,8748.0,9026.0,1.0
U[7],1.376,0.984,0.001,3.187,796.0,2327.0,1.01
U[8],0.591,0.48,0.0,1.467,3122.0,7186.0,1.0
U[9],0.879,0.676,0.0,2.13,1258.0,3873.0,1.0
U[10],0.445,0.378,0.0,1.126,7051.0,8722.0,1.0
U[11],0.65,0.52,0.0,1.613,2097.0,5734.0,1.0
U[12],0.445,0.382,0.0,1.149,6413.0,9751.0,1.0
U[13],1.067,0.79,0.0,2.502,1029.0,3160.0,1.01
U[14],1.22,0.898,0.001,2.864,909.0,2491.0,1.01
U[15],0.899,0.688,0.0,2.167,1262.0,3569.0,1.0
U[16],0.981,0.755,0.0,2.373,1182.0,2864.0,1.0
U[17],0.687,0.556,0.0,1.722,2202.0,6368.0,1.0
U[18],1.056,0.797,0.0,2.529,1051.0,2674.0,1.0
U[19],0.673,0.542,0.0,1.668,2049.0,6221.0,1.0
U[20],0.571,0.466,0.0,1.417,3137.0,7909.0,1.0
U[21],0.42,0.357,0.0,1.072,8877.0,8274.0,1.0
U[22],0.47,0.394,0.0,1.203,6808.0,9568.0,1.0
U[23],0.416,0.352,0.0,1.06,9401.0,11620.0,1.0
U[24],0.902,0.684,0.0,2.165,1258.0,3949.0,1.0
U[25],0.696,0.548,0.0,1.699,1966.0,5579.0,1.0
U[26],0.443,0.372,0.0,1.121,7236.0,9528.0,1.0
U[27],0.775,0.597,0.0,1.865,1730.0,4230.0,1.0
U[28],0.748,0.589,0.0,1.826,1554.0,4440.0,1.0
U[29],0.505,0.414,0.0,1.268,4662.0,8569.0,1.0
U[30],1.02,0.761,0.0,2.421,1095.0,3051.0,1.01
U[31],0.483,0.402,0.0,1.215,4562.0,8352.0,1.0
U[32],0.552,0.449,0.0,1.377,4017.0,8200.0,1.0
U[33],0.537,0.441,0.0,1.351,3856.0,8059.0,1.0
U[34],0.659,0.523,0.0,1.618,2403.0,6104.0,1.0
U[35],0.531,0.44,0.0,1.332,5595.0,9990.0,1.0
U[36],0.731,0.574,0.0,1.783,1919.0,5136.0,1.0
U[37],1.006,0.77,0.0,2.409,1097.0,2984.0,1.0
U[38],0.586,0.476,0.0,1.462,3054.0,8879.0,1.0
U[39],0.354,0.309,0.0,0.926,11205.0,9568.0,1.0
U[40],0.792,0.613,0.0,1.9,1621.0,5383.0,1.0
U[41],0.628,0.504,0.0,1.554,2668.0,8022.0,1.0
U[42],0.549,0.447,0.0,1.365,3166.0,6592.0,1.0
U[43],0.613,0.503,0.0,1.527,2612.0,6893.0,1.0
U[44],1.156,0.856,0.0,2.717,921.0,2531.0,1.01
U[45],0.564,0.455,0.0,1.379,4036.0,8680.0,1.0
U[46],0.633,0.515,0.0,1.578,2208.0,5721.0,1.0
U[47],1.475,1.059,0.0,3.38,807.0,2228.0,1.01
U[48],0.558,0.458,0.0,1.397,3480.0,8776.0,1.0
U[49],0.328,0.292,0.0,0.863,12168.0,8319.0,1.0
U[50],1.049,0.778,0.0,2.476,972.0,2828.0,1.0
U[51],0.717,0.566,0.0,1.755,1756.0,5960.0,1.0
U[52],0.637,0.52,0.0,1.59,2507.0,6082.0,1.0
U[53],1.061,0.801,0.001,2.526,1021.0,2982.0,1.01
U[54],1.189,0.871,0.0,2.785,939.0,2783.0,1.0
U[55],0.439,0.372,0.0,1.113,7109.0,9091.0,1.0
U[56],0.893,0.684,0.0,2.148,1303.0,3343.0,1.0
U[57],0.316,0.283,0.0,0.834,15361.0,10436.0,1.0
U[58],1.256,0.927,0.0,2.962,836.0,2471.0,1.0
U[59],1.64,1.151,0.002,3.745,729.0,1847.0,1.01
U[60],0.425,0.36,0.0,1.078,8422.0,8524.0,1.0
