,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,3.462,0.392,2.752,4.212,3518.0,4575.0,1.0
beta,2.304,0.176,1.982,2.644,19627.0,16648.0,1.0
sigma_u,0.831,0.353,0.277,1.488,2411.0,3684.0,1.0
sigma_v,1.362,0.177,1.032,1.699,6012.0,5388.0,1.0
U[0],0.563,0.482,0.0,1.451,8310.0,9053.0,1.0
U[1],0.927,0.761,0.0,2.361,3849.0,6513.0,1.0
U[2],0.998,0.803,0.0,2.49,3800.0,6056.0,1.0
U[3],1.216,0.963,0.0,2.996,3353.0,5772.0,1.0
U[4],0.357,0.319,0.0,0.934,15063.0,10992.0,1.0
U[5],0.571,0.483,0.0,1.451,7915.0,10339.0,1.0
U[6],0.422,0.372,0.0,1.093,10580.0,9307.0,1.0
U[7],0.806,0.669,0.0,2.048,5119.0,7694.0,1.0
U[8],0.512,0.442,0.0,1.322,10112.0,10028.0,1.0
U[9],0.693,0.58,0.0,1.752,6059.0,10059.0,1.0
U[10],0.529,0.451,0.0,1.357,8595.0,10222.0,1.0
U[11],0.682,0.567,0.0,1.722,6501.0,9506.0,1.0
U[12],0.593,0.506,0.0,1.523,7843.0,9771.0,1.0
U[13],0.514,0.443,0.0,1.317,9614.0,10724.0,1.0
U[14],0.597,0.504,0.0,1.518,7063.0,8484.0,1.0
U[15],0.632,0.529,0.0,1.6,7279.0,10175.0,1.0
U[16],0.936,0.767,0.0,2.354,4274.0,7679.0,1.0
U[17],0.445,0.387,0.0,1.141,12390.0,11275.0,1.0
U[18],0.885,0.726,0.0,2.241,4478.0,7474.0,1.0
U[19],0.664,0.557,0.0,1.69,5882.0,8646.0,1.0
U[20],0.423,0.369,0.0,1.097,12356.0,9900.0,1.0
U[21],0.614,0.522,0.0,1.561,7318.0,9801.0,1.0
U[22],0.614,0.518,0.0,1.55,6288.0,7831.0,1.0
U[23],0.668,0.559,0.0,1.702,6098.0,9585.0,1.0
U[24],0.802,0.663,0.0,2.02,4957.0,8181.0,1.0
U[25],0.753,0.62,0.0,1.895,5334.0,8859.0,1.0
U[26],0.545,0.464,0.0,1.391,8366.0,10891.0,1.0
U[27],0.51,0.441,0.0,1.302,9432.0,10191.0,1.0
U[28],0.604,0.513,0.0,1.519,6917.0,9872.0,1.0
U[29],0.651,0.549,0.0,1.65,6674.0,9729.0,1.0
U[30],0.699,0.583,0.0,1.77,6017.0,9422.0,1.0
U[31],0.736,0.619,0.0,1.873,5327.0,9739.0,1.0
U[32],0.867,0.714,0.0,2.195,4366.0,7110.0,1.0
U[33],0.556,0.473,0.0,1.429,8952.0,10932.0,1.0
U[34],0.64,0.535,0.0,1.6,6724.0,10968.0,1.0
U[35],1.005,0.807,0.0,2.507,4073.0,7029.0,1.0
U[36],0.498,0.426,0.0,1.276,10247.0,9590.0,1.0
U[37],1.067,0.856,0.0,2.684,3726.0,6160.0,1.0
U[38],0.95,0.768,0.0,2.366,4033.0,6868.0,1.0
U[39],0.53,0.449,0.0,1.354,9402.0,10618.0,1.0
U[40],0.643,0.536,0.0,1.63,5964.0,8646.0,1.0
U[41],0.52,0.444,0.0,1.329,8901.0,11245.0,1.0
U[42],0.544,0.466,0.0,1.402,8961.0,9660.0,1.0
U[43],0.615,0.518,0.0,1.557,7036.0,9438.0,1.0
U[44],0.511,0.432,0.0,1.302,10134.0,10701.0,1.0
U[45],0.312,0.282,0.0,0.826,16759.0,10694.0,1.0
U[46],0.73,0.61,0.0,1.852,5703.0,10078.0,1.0
U[47],0.834,0.692,0.0,2.119,4675.0,7924.0,1.0
U[48],0.483,0.422,0.0,1.253,11267.0,9347.0,1.0
U[49],0.573,0.487,0.0,1.462,7825.0,11054.0,1.0
