,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,4.996,0.336,4.343,5.615,2319.0,4819.0,1.0
beta,2.048,0.089,1.88,2.217,13976.0,15236.0,1.0
sigma_u,0.955,0.371,0.362,1.636,346.0,832.0,1.01
sigma_v,1.518,0.271,1.009,1.98,554.0,1260.0,1.01
lam,-1.281,0.586,-2.177,-0.016,1945.0,3236.0,1.0
U[0],0.621,0.491,0.0,1.508,2493.0,7413.0,1.0
U[1],0.498,0.41,0.0,1.247,4252.0,8544.0,1.0
U[2],1.061,0.787,0.0,2.507,870.0,2517.0,1.0
U[3],0.731,0.562,0.0,1.752,1635.0,4513.0,1.0
U[4],0.644,0.516,0.0,1.598,2437.0,7206.0,1.0
U[5],0.601,0.481,0.0,1.464,3449.0,6485.0,1.0
U[6],1.294,0.965,0.0,3.059,640.0,1975.0,1.0
U[7],0.51,0.422,0.0,1.283,3950.0,8111.0,1.0
U[8],0.416,0.353,0.0,1.057,6808.0,8538.0,1.0
U[9],0.615,0.497,0.0,1.526,2430.0,7205.0,1.0
U[10],0.542,0.44,0.0,1.353,3834.0,7508.0,1.0
U[11],0.355,0.309,0.0,0.923,9391.0,8307.0,1.0
U[12],0.639,0.513,0.0,1.583,2354.0,6857.0,1.0
U[13],1.078,0.81,0.0,2.569,725.0,2168.0,1.0
U[14],0.631,0.497,0.0,1.536,2314.0,7640.0,1.0
U[15],1.039,0.769,0.0,2.439,889.0,2492.0,1.0
U[16],0.883,0.669,0.0,2.103,1211.0,3445.0,1.0
U[17],0.74,0.577,0.0,1.794,1768.0,5040.0,1.0
U[18],0.561,0.454,0.0,1.393,3454.0,8123.0,1.0
U[19],0.861,0.651,0.0,2.051,1142.0,4428.0,1.0
U[20],1.009,0.751,0.001,2.385,831.0,2691.0,1.0
U[21],0.687,0.535,0.0,1.67,1928.0,6044.0,1.0
U[22],0.707,0.554,0.0,1.721,1927.0,5472.0,1.0
U[23],0.665,0.527,0.0,1.639,1858.0,6033.0,1.0
U[24],0.618,0.499,0.0,1.532,2982.0,7421.0,1.0
U[25],0.591,0.465,0.0,1.452,2900.0,6781.0,1.0
U[26],0.773,0.595,0.0,1.864,1466.0,5329.0,1.0
U[27],1.215,0.899,0.0,2.846,710.0,2122.0,1.0
U[28],0.734,0.573,0.0,1.777,1774.0,4761.0,1.0
U[29],0.269,0.247,0.0,0.71,10272.0,7089.0,1.0
U[30],0.827,0.632,0.0,1.978,1192.0,3707.0,1.0
U[31],0.945,0.717,0.0,2.253,1036.0,3339.0,1.0
U[32],0.935,0.709,0.0,2.238,986.0,3639.0,1.0
U[33],0.772,0.595,0.0,1.871,1472.0,3663.0,1.0
U[34],1.052,0.788,0.0,2.486,878.0,2631.0,1.0
U[35],0.975,0.729,0.0,2.297,907.0,2874.0,1.0
U[36],0.458,0.38,0.0,1.16,5166.0,9083.0,1.0
U[37],0.412,0.35,0.0,1.055,8077.0,9107.0,1.0
U[38],0.895,0.675,0.0,2.126,1084.0,3681.0,1.0
U[39],0.403,0.345,0.0,1.032,6426.0,6170.0,1.0
U[40],0.432,0.363,0.0,1.099,7710.0,9361.0,1.0
U[41],0.427,0.36,0.0,1.081,7431.0,9606.0,1.0
U[42],0.448,0.376,0.0,1.142,5028.0,8199.0,1.0
U[43],0.349,0.302,0.0,0.903,9921.0,8200.0,1.0
U[44],0.736,0.568,0.0,1.778,1598.0,4843.0,1.0
U[45],0.647,0.508,0.0,1.572,2449.0,6696.0,1.0
U[46],0.668,0.524,0.0,1.622,2182.0,7260.0,1.0
U[47],1.18,0.872,0.0,2.77,679.0,2169.0,1.0
U[48],1.242,0.913,0.0,2.918,612.0,1832.0,1.0
U[49],0.371,0.318,0.0,0.96,7998.0,8008.0,1.0
U[50],0.605,0.486,0.0,1.503,2763.0,6839.0,1.0
U[51],0.583,0.467,0.0,1.435,3089.0,7317.0,1.0
U[52],0.921,0.695,0.0,2.185,1020.0,3468.0,1.0
U[53],0.791,0.607,0.0,1.903,1532.0,4301.0,1.0
U[54],0.793,0.611,0.0,1.904,1240.0,4956.0,1.0
U[55],0.497,0.414,0.0,1.256,4640.0,6892.0,1.0
U[56],0.504,0.415,0.0,1.249,3479.0,8263.0,1.0
U[57],0.825,0.635,0.0,1.987,1380.0,4269.0,1.0
U[58],0.919,0.706,0.0,2.206,1141.0,3620.0,1.0
U[59],1.342,0.994,0.002,3.168,581.0,1940.0,1.01
U[60],0.305,0.27,0.0,0.794,11352.0,8092.0,1.0
U[61],0.59,0.479,0.0,1.473,3011.0,7957.0,1.0
U[62],0.675,0.536,0.0,1.655,2120.0,5978.0,1.0
U[63],0.518,0.426,0.0,1.304,3685.0,9031.0,1.0
U[64],0.831,0.646,0.0,2.011,1481.0,4307.0,1.0
U[65],0.64,0.504,0.0,1.565,2169.0,6000.0,1.0
U[66],0.763,0.59,0.0,1.835,1671.0,4078.0,1.0
U[67],0.326,0.29,0.0,0.86,9973.0,8664.0,1.0
U[68],0.505,0.411,0.0,1.25,4445.0,8680.0,1.0
U[69],0.357,0.312,0.0,0.928,10414.0,8564.0,1.0
U[70],0.854,0.648,0.0,2.027,1022.0,3634.0,1.0
U[71],1.45,1.06,0.0,3.383,549.0,1606.0,1.0
U[72],0.645,0.512,0.0,1.584,2459.0,6931.0,1.0
U[73],0.825,0.629,0.0,1.968,1213.0,3547.0,1.0
U[74],0.638,0.513,0.0,1.581,2316.0,5710.0,1.0
U[75],0.805,0.623,0.0,1.945,1502.0,4529.0,1.0
U[76],0.478,0.399,0.0,1.2,4529.0,6486.0,1.0
U[77],0.515,0.423,0.0,1.291,3523.0,8448.0,1.0
U[78],1.411,1.037,0.001,3.285,561.0,1836.0,1.0
U[79],0.891,0.673,0.0,2.134,904.0,3035.0,1.0
U[80],1.125,0.832,0.0,2.642,791.0,2592.0,1.0
U[81],0.81,0.619,0.0,1.944,1576.0,4515.0,1.0
U[82],1.459,1.072,0.0,3.405,545.0,1590.0,1.01
U[83],0.85,0.648,0.0,2.02,1199.0,3663.0,1.0
U[84],0.757,0.585,0.0,1.815,1430.0,4378.0,1.0
U[85],0.915,0.695,0.0,2.194,994.0,3562.0,1.0
U[86],0.891,0.68,0.0,2.127,1189.0,3963.0,1.0
U[87],0.624,0.502,0.0,1.557,2720.0,6356.0,1.0
U[88],1.216,0.9,0.0,2.825,654.0,2108.0,1.0
U[89],0.441,0.371,0.0,1.122,6417.0,7171.0,1.0
U[90],0.612,0.488,0.0,1.52,2603.0,6644.0,1.0
U[91],0.553,0.45,0.0,1.374,3561.0,7799.0,1.0
U[92],0.768,0.596,0.0,1.862,1493.0,5465.0,1.0
U[93],0.621,0.492,0.0,1.521,2474.0,6983.0,1.0
U[94],0.678,0.535,0.0,1.657,1858.0,4709.0,1.0
U[95],0.473,0.386,0.0,1.175,5333.0,10156.0,1.0
