,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,4.074,0.325,3.473,4.652,375.0,1569.0,1.01
beta,1.993,0.092,1.817,2.164,13471.0,15568.0,1.0
sigma_u,1.099,0.37,0.396,1.714,344.0,1120.0,1.01
sigma_v,0.84,0.178,0.505,1.15,372.0,1131.0,1.01
U[0],0.672,0.478,0.0,1.511,2217.0,5997.0,1.0
U[1],1.157,0.71,0.0,2.341,690.0,3367.0,1.0
U[2],1.989,1.05,0.011,3.615,467.0,2029.0,1.0
U[3],1.602,0.895,0.011,3.03,509.0,1888.0,1.01
U[4],0.344,0.291,0.0,0.876,14264.0,10326.0,1.0
U[5],0.463,0.374,0.0,1.144,9547.0,7991.0,1.0
U[6],0.36,0.308,0.0,0.924,13601.0,9183.0,1.0
U[7],1.593,0.891,0.02,3.037,522.0,2456.0,1.01
U[8],0.455,0.362,0.0,1.109,10803.0,9692.0,1.0
U[9],0.904,0.593,0.0,1.926,1115.0,4740.0,1.0
U[10],0.516,0.398,0.0,1.235,5308.0,10171.0,1.0
U[11],0.834,0.56,0.001,1.796,1140.0,4926.0,1.0
U[12],0.489,0.381,0.0,1.178,6673.0,8451.0,1.0
U[13],1.251,0.746,0.0,2.488,641.0,2433.0,1.0
U[14],1.063,0.661,0.001,2.179,821.0,3342.0,1.0
U[15],1.205,0.726,0.002,2.401,698.0,3607.0,1.0
U[16],1.235,0.744,0.003,2.473,669.0,3345.0,1.0
U[17],0.549,0.421,0.0,1.305,4043.0,6828.0,1.0
U[18],1.39,0.812,0.0,2.707,619.0,2990.0,1.0
U[19],0.804,0.547,0.0,1.752,1247.0,5236.0,1.0
U[20],0.825,0.553,0.0,1.781,1250.0,7289.0,1.0
U[21],0.518,0.403,0.0,1.236,6517.0,8203.0,1.0
U[22],0.399,0.333,0.0,1.003,10962.0,8197.0,1.0
U[23],0.501,0.392,0.0,1.211,6131.0,7492.0,1.0
U[24],1.302,0.769,0.002,2.584,659.0,2744.0,1.01
U[25],0.986,0.63,0.0,2.048,915.0,4172.0,1.0
U[26],0.7,0.492,0.001,1.568,1692.0,6668.0,1.0
U[27],1.074,0.677,0.0,2.228,776.0,3290.0,1.0
U[28],0.977,0.634,0.0,2.062,853.0,3839.0,1.0
U[29],0.444,0.358,0.0,1.105,9015.0,9570.0,1.0
U[30],1.527,0.865,0.0,2.917,545.0,2426.0,1.01
U[31],0.759,0.53,0.0,1.686,1373.0,4832.0,1.0
U[32],0.527,0.403,0.0,1.259,4503.0,6975.0,1.0
U[33],0.41,0.335,0.0,1.026,11899.0,10045.0,1.0
U[34],0.602,0.45,0.0,1.402,3059.0,6597.0,1.0
U[35],0.499,0.388,0.0,1.196,5322.0,7440.0,1.0
U[36],0.886,0.591,0.0,1.907,1068.0,4922.0,1.0
U[37],0.991,0.635,0.0,2.072,912.0,4522.0,1.0
U[38],0.884,0.585,0.001,1.888,1057.0,4849.0,1.0
U[39],0.37,0.308,0.0,0.934,14005.0,9713.0,1.0
U[40],0.657,0.466,0.001,1.478,2215.0,7537.0,1.0
U[41],0.463,0.368,0.0,1.123,8677.0,10157.0,1.0
U[42],0.633,0.461,0.0,1.452,2636.0,8123.0,1.0
U[43],0.739,0.517,0.0,1.641,1480.0,5227.0,1.0
U[44],0.781,0.539,0.0,1.724,1399.0,6279.0,1.0
U[45],0.462,0.369,0.0,1.136,9056.0,8431.0,1.0
U[46],0.649,0.475,0.0,1.494,2743.0,9029.0,1.0
U[47],2.346,1.185,0.149,4.224,427.0,1694.0,1.01
U[48],0.917,0.596,0.0,1.943,975.0,4330.0,1.0
U[49],0.37,0.312,0.0,0.94,14981.0,10138.0,1.0
U[50],1.42,0.82,0.004,2.749,573.0,2845.0,1.01
U[51],0.712,0.502,0.0,1.592,1932.0,6171.0,1.0
U[52],0.943,0.615,0.002,2.007,942.0,4400.0,1.0
U[53],1.965,1.038,0.086,3.65,468.0,1938.0,1.01
U[54],1.09,0.685,0.0,2.241,764.0,4008.0,1.0
U[55],0.371,0.312,0.0,0.936,11510.0,8511.0,1.0
U[56],0.76,0.528,0.0,1.684,1388.0,6189.0,1.0
U[57],0.354,0.306,0.0,0.916,13266.0,8923.0,1.0
U[58],0.863,0.578,0.0,1.853,1256.0,6625.0,1.0
U[59],2.385,1.186,0.242,4.327,429.0,1713.0,1.01
U[60],0.333,0.285,0.0,0.85,14386.0,9930.0,1.0
U[61],0.444,0.359,0.0,1.097,9093.0,7460.0,1.0
U[62],0.369,0.311,0.0,0.934,11183.0,8365.0,1.0
U[63],0.78,0.542,0.0,1.724,1335.0,5331.0,1.0
U[64],1.062,0.674,0.0,2.209,812.0,3324.0,1.0
U[65],0.654,0.478,0.0,1.504,2528.0,7739.0,1.0
U[66],0.855,0.574,0.0,1.845,1101.0,4560.0,1.0
U[67],0.8,0.536,0.0,1.737,1239.0,5317.0,1.0
U[68],0.778,0.538,0.001,1.726,1459.0,5618.0,1.0
