,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,4.335,0.094,4.16,4.512,533.0,1081.0,1.01
beta,1.949,0.042,1.869,2.026,7836.0,15093.0,1.0
sigma_u,1.425,0.108,1.224,1.633,485.0,926.0,1.01
sigma_v,0.562,0.068,0.439,0.694,397.0,706.0,1.01
U[0],1.429,0.53,0.415,2.405,5748.0,6517.0,1.0
U[1],0.327,0.271,0.0,0.823,18248.0,9855.0,1.0
U[2],0.759,0.439,0.0,1.494,13183.0,8651.0,1.0
U[3],1.467,0.531,0.432,2.438,5985.0,5783.0,1.0
U[4],1.53,0.529,0.522,2.513,4804.0,5603.0,1.0
U[5],2.652,0.561,1.579,3.685,2752.0,6107.0,1.0
U[6],0.514,0.362,0.001,1.148,17736.0,9908.0,1.0
U[7],1.402,0.531,0.389,2.397,5875.0,5236.0,1.0
U[8],1.642,0.548,0.579,2.639,3682.0,4940.0,1.0
U[9],1.006,0.49,0.054,1.828,8317.0,6535.0,1.0
U[10],0.708,0.423,0.001,1.432,14025.0,8897.0,1.0
U[11],0.666,0.41,0.0,1.362,14158.0,8927.0,1.0
U[12],1.941,0.556,0.901,2.99,3629.0,4798.0,1.0
U[13],0.484,0.344,0.0,1.091,16428.0,9728.0,1.0
U[14],0.838,0.455,0.001,1.592,10540.0,6219.0,1.0
U[15],0.371,0.292,0.0,0.901,16911.0,9855.0,1.0
U[16],2.493,0.562,1.396,3.513,2905.0,5376.0,1.0
U[17],1.019,0.49,0.107,1.89,7304.0,6583.0,1.0
U[18],0.293,0.25,0.0,0.752,18230.0,10405.0,1.0
U[19],0.491,0.35,0.0,1.112,16063.0,9772.0,1.0
U[20],1.583,0.536,0.567,2.588,3624.0,4485.0,1.0
U[21],0.502,0.354,0.0,1.127,16664.0,9558.0,1.0
U[22],0.78,0.442,0.002,1.525,14375.0,8918.0,1.0
U[23],0.713,0.423,0.0,1.429,12551.0,8277.0,1.0
U[24],0.442,0.327,0.0,1.022,16825.0,10554.0,1.0
U[25],1.112,0.501,0.117,1.978,6716.0,5672.0,1.0
U[26],1.03,0.489,0.085,1.876,6954.0,6606.0,1.0
U[27],1.222,0.515,0.241,2.163,7341.0,7113.0,1.0
U[28],0.653,0.405,0.0,1.342,12995.0,7417.0,1.0
U[29],0.566,0.375,0.001,1.215,15786.0,8828.0,1.0
U[30],0.985,0.482,0.076,1.836,8257.0,6627.0,1.0
