,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,3.38,0.4,2.673,4.157,2092.0,3225.0,1.0
beta,2.261,0.158,1.959,2.552,17246.0,17272.0,1.0
sigma_u,0.902,0.392,0.298,1.65,1606.0,2827.0,1.0
sigma_v,1.204,0.186,0.835,1.546,2923.0,3103.0,1.0
U[0],0.606,0.506,0.0,1.529,5723.0,8941.0,1.0
U[1],1.176,0.898,0.0,2.855,2377.0,4899.0,1.0
U[2],1.054,0.822,0.0,2.595,2500.0,5645.0,1.0
U[3],1.489,1.104,0.0,3.528,2136.0,4211.0,1.0
U[4],0.342,0.304,0.0,0.902,15615.0,10079.0,1.0
U[5],0.561,0.47,0.0,1.423,6858.0,10003.0,1.0
U[6],0.415,0.364,0.0,1.07,12029.0,9516.0,1.0
U[7],1.072,0.841,0.0,2.635,2612.0,5078.0,1.0
U[8],0.566,0.472,0.0,1.424,7030.0,8589.0,1.0
U[9],0.848,0.679,0.0,2.102,3616.0,7042.0,1.0
U[10],0.528,0.444,0.0,1.339,7032.0,9046.0,1.0
U[11],0.771,0.62,0.0,1.912,4124.0,8207.0,1.0
U[12],0.623,0.51,0.0,1.55,5549.0,10178.0,1.0
U[13],0.552,0.468,0.0,1.406,7411.0,9611.0,1.0
U[14],0.699,0.573,0.0,1.752,4223.0,7993.0,1.0
U[15],0.601,0.492,0.0,1.485,5568.0,8081.0,1.0
U[16],0.996,0.781,0.0,2.451,2705.0,5748.0,1.0
U[17],0.449,0.384,0.0,1.146,9073.0,9830.0,1.0
U[18],1.152,0.884,0.0,2.792,2441.0,4895.0,1.0
U[19],0.832,0.665,0.0,2.064,3495.0,7024.0,1.0
U[20],0.428,0.37,0.0,1.102,11075.0,9259.0,1.0
U[21],0.64,0.525,0.0,1.601,5480.0,10268.0,1.0
U[22],0.587,0.497,0.0,1.5,5943.0,8268.0,1.0
U[23],0.727,0.591,0.0,1.812,3901.0,8446.0,1.0
U[24],1.052,0.825,0.0,2.599,2824.0,5046.0,1.0
U[25],0.697,0.564,0.0,1.723,4159.0,8479.0,1.0
U[26],0.58,0.477,0.0,1.451,5520.0,7592.0,1.0
U[27],0.489,0.413,0.0,1.228,9462.0,10521.0,1.0
U[28],0.605,0.501,0.0,1.527,5862.0,9557.0,1.0
U[29],0.695,0.567,0.0,1.738,4783.0,8130.0,1.0
U[30],0.783,0.617,0.0,1.92,3743.0,8524.0,1.0
U[31],0.745,0.617,0.0,1.893,4190.0,7765.0,1.0
U[32],0.907,0.722,0.0,2.253,3162.0,6064.0,1.0
U[33],0.549,0.459,0.0,1.382,7372.0,9315.0,1.0
U[34],0.646,0.527,0.0,1.613,4939.0,7286.0,1.0
U[35],0.92,0.723,0.0,2.261,2934.0,6197.0,1.0
U[36],0.515,0.428,0.0,1.289,7661.0,10103.0,1.0
U[37],1.276,0.965,0.0,3.061,2308.0,4774.0,1.0
U[38],1.179,0.908,0.0,2.865,2371.0,4879.0,1.0
U[39],0.502,0.425,0.0,1.269,7584.0,8396.0,1.0
U[40],0.691,0.565,0.0,1.724,4317.0,8001.0,1.0
U[41],0.509,0.433,0.0,1.294,8372.0,9467.0,1.0
U[42],0.6,0.5,0.0,1.527,5892.0,8739.0,1.0
U[43],0.63,0.518,0.0,1.573,5501.0,9416.0,1.0
U[44],0.509,0.428,0.0,1.287,8106.0,9916.0,1.0
U[45],0.336,0.304,0.0,0.878,15941.0,11100.0,1.0
U[46],0.755,0.618,0.0,1.9,3849.0,7691.0,1.0
U[47],1.027,0.802,0.0,2.506,2704.0,5436.0,1.0
U[48],0.47,0.403,0.0,1.209,10198.0,10259.0,1.0
U[49],0.548,0.462,0.0,1.397,7682.0,10578.0,1.0
