,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
Skew Normal,0,-155.08628578243366,28.831419867547936,0.0,1.0,6.653911398307201,0.0,True,log
Normal,1,-155.59379106001484,34.43626793526545,0.507505277581215,0.0,6.647962986981931,0.7960319508338177,True,log
