,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
U[40],0.417,0.353,0.0,1.06,5784.0,10596.0,1.0
U[41],0.491,0.407,0.0,1.23,4559.0,10673.0,1.0
U[42],0.714,0.565,0.0,1.749,1982.0,4709.0,1.0
U[43],0.732,0.575,0.0,1.777,1920.0,5025.0,1.0
U[44],0.435,0.37,0.0,1.11,5393.0,10095.0,1.0
U[45],0.467,0.389,0.0,1.176,4406.0,8445.0,1.0
U[46],0.619,0.503,0.0,1.542,2740.0,5744.0,1.0
U[47],0.619,0.497,0.0,1.517,2911.0,6680.0,1.0
U[48],0.446,0.376,0.0,1.128,5742.0,10670.0,1.0
U[49],0.671,0.538,0.0,1.647,2206.0,5566.0,1.0
U[50],0.718,0.573,0.0,1.754,2237.0,4745.0,1.0
U[51],0.348,0.305,0.0,0.905,10523.0,10110.0,1.0
U[52],0.465,0.395,0.0,1.182,5037.0,10211.0,1.0
U[53],0.494,0.408,0.0,1.242,4355.0,9272.0,1.0
U[54],0.77,0.601,0.0,1.85,1742.0,4795.0,1.0
U[55],0.677,0.54,0.0,1.662,2168.0,5396.0,1.0
U[56],0.558,0.457,0.0,1.388,3350.0,6231.0,1.0
U[57],0.386,0.333,0.0,0.994,7881.0,11107.0,1.0
U[58],0.777,0.608,0.0,1.866,1752.0,4090.0,1.0
U[59],0.457,0.389,0.0,1.181,6050.0,10238.0,1.0
U[60],0.583,0.475,0.0,1.461,3175.0,6813.0,1.0
U[61],0.348,0.304,0.0,0.901,11757.0,11546.0,1.0
U[62],0.561,0.462,0.0,1.4,3240.0,6614.0,1.0
U[63],0.347,0.303,0.0,0.888,9345.0,11152.0,1.0
U[64],0.781,0.623,0.0,1.923,1754.0,4275.0,1.0
U[65],0.622,0.502,0.0,1.535,2447.0,5785.0,1.0
U[66],0.692,0.554,0.0,1.715,1950.0,4562.0,1.0
U[67],0.496,0.41,0.0,1.242,4241.0,9518.0,1.0
U[68],0.602,0.492,0.0,1.496,2967.0,6952.0,1.0
U[69],0.38,0.325,0.0,0.973,8699.0,12140.0,1.0
U[70],0.504,0.417,0.0,1.261,4147.0,7612.0,1.0
U[71],0.617,0.496,0.0,1.516,2861.0,7049.0,1.0
U[72],0.55,0.457,0.0,1.375,3518.0,6661.0,1.0
U[73],0.58,0.474,0.0,1.436,2993.0,7415.0,1.0
U[74],0.619,0.5,0.0,1.536,2558.0,5621.0,1.0
U[75],0.489,0.408,0.0,1.234,4846.0,9679.0,1.0
U[76],0.794,0.617,0.0,1.92,1748.0,4552.0,1.0
U[77],0.786,0.615,0.0,1.916,1819.0,4539.0,1.0
U[78],0.692,0.554,0.0,1.707,2042.0,5177.0,1.0
U[79],0.609,0.492,0.0,1.512,2989.0,6888.0,1.0
U[80],1.05,0.778,0.0,2.477,1089.0,3139.0,1.0
U[81],0.764,0.601,0.0,1.857,1564.0,4373.0,1.0
U[82],0.495,0.416,0.0,1.247,4127.0,8787.0,1.0
U[83],0.408,0.348,0.0,1.036,6997.0,12114.0,1.0
U[84],0.645,0.519,0.0,1.584,2405.0,5552.0,1.0
U[85],0.613,0.497,0.0,1.518,3001.0,6613.0,1.0
U[86],0.699,0.55,0.0,1.685,2139.0,5167.0,1.0
U[87],0.785,0.613,0.0,1.887,1787.0,4307.0,1.0
U[88],0.422,0.362,0.0,1.072,6873.0,10607.0,1.0
U[89],0.778,0.607,0.0,1.881,1841.0,3957.0,1.0
U[90],0.753,0.593,0.0,1.829,1734.0,4727.0,1.0
U[91],0.67,0.534,0.0,1.644,2022.0,5090.0,1.0
U[92],0.389,0.334,0.0,0.991,9301.0,11357.0,1.0
U[93],0.644,0.516,0.0,1.573,2232.0,5841.0,1.0
U[94],0.562,0.455,0.0,1.4,3247.0,7513.0,1.0
U[95],0.546,0.453,0.0,1.38,3360.0,7398.0,1.0
U[96],0.392,0.336,0.0,1.004,7636.0,11101.0,1.0
U[97],0.538,0.444,0.0,1.339,3750.0,8438.0,1.0
U[98],0.678,0.544,0.0,1.67,2204.0,5675.0,1.0
U[99],0.818,0.628,0.001,1.957,1457.0,3874.0,1.0
U[100],0.53,0.441,0.0,1.347,3422.0,6755.0,1.0
U[101],0.515,0.428,0.0,1.289,3886.0,8450.0,1.0
U[102],0.591,0.481,0.0,1.462,2848.0,6820.0,1.0
U[103],0.437,0.367,0.0,1.106,6734.0,9676.0,1.0
U[104],0.67,0.536,0.0,1.649,2187.0,5280.0,1.0
U[105],0.459,0.388,0.0,1.171,5142.0,9276.0,1.0
U[106],0.609,0.492,0.0,1.507,2771.0,6133.0,1.0
U[107],0.786,0.62,0.0,1.91,1826.0,4926.0,1.0
U[108],0.424,0.357,0.0,1.083,6173.0,10134.0,1.0
U[109],0.368,0.317,0.0,0.952,9639.0,11956.0,1.0
U[110],0.599,0.484,0.0,1.485,2854.0,6813.0,1.0
U[111],0.613,0.5,0.0,1.513,2844.0,6823.0,1.0
U[112],0.717,0.574,0.0,1.755,2053.0,4307.0,1.0
U[113],0.697,0.556,0.0,1.707,2067.0,5097.0,1.0
U[114],0.577,0.471,0.0,1.437,3112.0,6881.0,1.0
U[115],0.46,0.382,0.0,1.161,5261.0,10233.0,1.0
U[116],0.534,0.439,0.0,1.329,3202.0,8209.0,1.0
U[117],0.584,0.478,0.0,1.452,3371.0,6691.0,1.0
U[118],0.761,0.593,0.0,1.837,1759.0,4349.0,1.0
U[119],0.488,0.403,0.0,1.22,4437.0,10267.0,1.0
U[120],0.777,0.606,0.0,1.888,1812.0,4382.0,1.0
U[121],0.561,0.453,0.0,1.387,3107.0,6154.0,1.0
U[122],0.488,0.41,0.0,1.235,5168.0,9642.0,1.0
U[123],0.694,0.55,0.0,1.713,2141.0,4970.0,1.0
U[124],0.789,0.614,0.001,1.899,1667.0,4007.0,1.0
U[125],0.551,0.453,0.0,1.365,3778.0,6952.0,1.0
U[126],0.464,0.389,0.0,1.174,5109.0,9677.0,1.0
U[127],0.625,0.499,0.0,1.53,2553.0,5456.0,1.0
U[128],0.614,0.501,0.0,1.518,2661.0,6664.0,1.0
U[129],1.15,0.851,0.001,2.702,1018.0,2682.0,1.01
U[130],0.524,0.428,0.0,1.304,3808.0,8521.0,1.0
U[131],0.681,0.546,0.0,1.664,2235.0,5347.0,1.0
U[132],0.614,0.499,0.0,1.517,2542.0,5490.0,1.0
U[133],0.691,0.548,0.0,1.679,2141.0,4600.0,1.0
U[134],0.535,0.444,0.0,1.339,4084.0,6649.0,1.0
U[135],0.603,0.491,0.0,1.488,2856.0,6383.0,1.0
U[136],0.592,0.483,0.0,1.466,3353.0,6998.0,1.0
U[137],0.685,0.548,0.0,1.684,2135.0,5809.0,1.0
U[138],0.247,0.229,0.0,0.663,22200.0,12576.0,1.0
U[139],0.42,0.359,0.0,1.071,6986.0,11043.0,1.0
U[140],0.781,0.605,0.0,1.873,1730.0,4623.0,1.0
U[141],0.503,0.417,0.0,1.268,3944.0,10103.0,1.0
U[142],0.504,0.42,0.0,1.271,4295.0,7679.0,1.0
U[143],0.85,0.663,0.0,2.067,1413.0,3849.0,1.0
U[144],0.501,0.414,0.0,1.255,4528.0,8726.0,1.0
U[145],0.812,0.626,0.0,1.936,1541.0,4364.0,1.0
U[146],0.648,0.525,0.0,1.626,2454.0,4624.0,1.0
U[147],0.528,0.426,0.0,1.298,3469.0,8368.0,1.0
U[148],0.385,0.328,0.0,0.984,8754.0,11382.0,1.0
U[149],0.581,0.464,0.0,1.422,3097.0,6869.0,1.0
U[150],0.752,0.591,0.0,1.819,1826.0,4531.0,1.0
U[151],0.628,0.517,0.0,1.601,2678.0,5815.0,1.0
U[152],0.609,0.492,0.0,1.5,2821.0,6268.0,1.0
U[153],0.401,0.346,0.0,1.031,8182.0,11679.0,1.0
U[154],0.727,0.574,0.0,1.763,1914.0,5102.0,1.0
U[155],0.483,0.403,0.0,1.213,4860.0,9299.0,1.0
U[156],0.575,0.469,0.0,1.42,3290.0,6735.0,1.0
U[157],0.285,0.257,0.0,0.757,18235.0,12369.0,1.0
U[158],0.765,0.603,0.0,1.864,1708.0,4703.0,1.0
U[159],0.466,0.397,0.0,1.187,5189.0,7968.0,1.0
U[160],0.636,0.513,0.0,1.571,2663.0,6335.0,1.0
U[161],0.702,0.556,0.0,1.707,1952.0,4982.0,1.0
U[162],0.372,0.323,0.0,0.959,8592.0,11112.0,1.0
U[163],0.491,0.412,0.0,1.245,4657.0,9161.0,1.0
U[164],0.292,0.262,0.0,0.769,18800.0,11829.0,1.0
U[165],0.611,0.494,0.0,1.499,2873.0,6644.0,1.0
U[166],0.473,0.399,0.0,1.195,5421.0,9453.0,1.0
U[167],0.558,0.456,0.0,1.391,3249.0,8150.0,1.0
U[168],0.857,0.661,0.0,2.073,1407.0,3919.0,1.0
U[169],0.578,0.469,0.0,1.432,3252.0,7051.0,1.0
U[170],0.799,0.621,0.0,1.921,1753.0,4402.0,1.0
U[171],0.54,0.449,0.0,1.362,3685.0,7404.0,1.0
U[172],0.926,0.7,0.0,2.194,1342.0,3255.0,1.0
U[173],0.519,0.428,0.0,1.299,3975.0,7596.0,1.0
U[174],0.475,0.396,0.0,1.19,4584.0,9512.0,1.0
U[175],0.641,0.511,0.0,1.565,2462.0,6134.0,1.0
U[176],0.504,0.412,0.0,1.26,4324.0,9079.0,1.0
U[177],0.603,0.488,0.0,1.498,2794.0,6163.0,1.0
U[178],0.539,0.442,0.0,1.335,3595.0,7201.0,1.0
U[179],0.415,0.356,0.0,1.067,7066.0,10916.0,1.0
U[180],0.589,0.477,0.0,1.451,2944.0,7286.0,1.0
U[181],0.711,0.564,0.0,1.745,2107.0,5143.0,1.0
U[182],0.681,0.543,0.0,1.673,2226.0,5276.0,1.0
U[183],0.827,0.641,0.0,1.995,1550.0,3731.0,1.0
U[184],0.576,0.468,0.0,1.411,3141.0,7305.0,1.0
U[185],0.367,0.323,0.0,0.95,8512.0,11745.0,1.0
U[186],0.558,0.458,0.0,1.395,3399.0,6547.0,1.0
U[187],0.432,0.369,0.0,1.109,5554.0,9212.0,1.0
U[188],0.427,0.361,0.0,1.081,6168.0,9920.0,1.0
U[189],0.567,0.465,0.0,1.416,3274.0,6798.0,1.0
U[190],0.411,0.352,0.0,1.057,6596.0,9558.0,1.0
U[191],0.494,0.41,0.0,1.243,4747.0,8257.0,1.0
U[192],0.555,0.458,0.0,1.386,3532.0,6917.0,1.0
U[193],0.625,0.5,0.0,1.536,2571.0,6423.0,1.0
U[194],1.438,1.022,0.0,3.299,819.0,2448.0,1.01
