,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,3.51,0.432,2.757,4.327,872.0,2810.0,1.01
beta,2.205,0.145,1.927,2.474,12485.0,15597.0,1.0
sigma_u,1.072,0.452,0.317,1.85,735.0,2731.0,1.01
sigma_v,0.999,0.229,0.558,1.4,894.0,1945.0,1.0
U[0],0.725,0.559,0.0,1.742,2661.0,7663.0,1.0
U[1],1.624,1.072,0.001,3.437,908.0,4447.0,1.0
U[2],1.205,0.835,0.001,2.666,1294.0,5206.0,1.0
U[3],1.928,1.254,0.006,4.029,904.0,3715.0,1.01
U[4],0.32,0.291,0.0,0.859,14409.0,9476.0,1.0
U[5],0.583,0.46,0.0,1.408,4834.0,8600.0,1.0
U[6],0.423,0.366,0.0,1.088,10980.0,9279.0,1.0
U[7],1.642,1.085,0.0,3.479,905.0,3955.0,1.0
U[8],0.734,0.553,0.0,1.722,2744.0,8319.0,1.0
U[9],1.187,0.831,0.001,2.648,1170.0,4235.0,1.0
U[10],0.55,0.442,0.0,1.359,5459.0,7785.0,1.0
U[11],0.967,0.702,0.0,2.224,1388.0,5594.0,1.0
U[12],0.664,0.515,0.0,1.603,3155.0,6191.0,1.0
U[13],0.667,0.517,0.0,1.602,3245.0,9546.0,1.0
U[14],0.957,0.688,0.0,2.165,1654.0,7030.0,1.0
U[15],0.581,0.461,0.0,1.418,4109.0,6892.0,1.0
U[16],1.078,0.772,0.0,2.435,1379.0,5445.0,1.0
U[17],0.47,0.392,0.0,1.179,10099.0,8862.0,1.0
U[18],1.644,1.077,0.001,3.458,923.0,4241.0,1.0
U[19],1.171,0.812,0.0,2.599,1212.0,5040.0,1.0
U[20],0.444,0.373,0.0,1.127,11035.0,8262.0,1.0
U[21],0.718,0.544,0.0,1.711,2996.0,8236.0,1.0
U[22],0.576,0.453,0.0,1.391,4803.0,9597.0,1.0
U[23],0.88,0.641,0.0,2.029,1699.0,7014.0,1.0
U[24],1.59,1.066,0.001,3.406,950.0,3904.0,1.0
U[25],0.671,0.517,0.0,1.602,2962.0,8672.0,1.0
U[26],0.652,0.497,0.0,1.55,3510.0,8537.0,1.0
U[27],0.459,0.382,0.0,1.162,10626.0,10641.0,1.0
U[28],0.632,0.487,0.0,1.51,3802.0,7637.0,1.0
U[29],0.846,0.622,0.0,1.961,1674.0,6027.0,1.0
U[30],0.98,0.705,0.0,2.237,1459.0,6331.0,1.0
U[31],0.817,0.628,0.0,1.963,1869.0,7019.0,1.0
U[32],1.038,0.755,0.0,2.385,1401.0,5242.0,1.0
U[33],0.55,0.44,0.0,1.345,5641.0,9827.0,1.0
U[34],0.677,0.521,0.0,1.614,3371.0,8597.0,1.0
U[35],0.836,0.613,0.0,1.94,1711.0,6563.0,1.0
U[36],0.574,0.456,0.0,1.391,4874.0,9063.0,1.0
U[37],1.654,1.091,0.0,3.502,961.0,4301.0,1.0
U[38],1.643,1.094,0.0,3.522,925.0,3828.0,1.01
U[39],0.467,0.385,0.0,1.167,8164.0,7821.0,1.0
U[40],0.824,0.614,0.0,1.929,1997.0,6145.0,1.0
U[41],0.529,0.428,0.0,1.297,6513.0,9081.0,1.0
U[42],0.709,0.538,0.0,1.682,2653.0,7053.0,1.0
U[43],0.686,0.532,0.0,1.654,2844.0,7251.0,1.0
U[44],0.525,0.422,0.0,1.281,6188.0,8378.0,1.0
U[45],0.404,0.346,0.0,1.036,14838.0,11100.0,1.0
U[46],0.841,0.625,0.0,1.966,2032.0,7676.0,1.0
U[47],1.412,0.958,0.001,3.064,1043.0,4316.0,1.0
U[48],0.467,0.386,0.0,1.168,11795.0,10676.0,1.0
U[49],0.519,0.429,0.0,1.3,7692.0,9118.0,1.0
