,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,4.09,0.223,3.686,4.491,243.0,634.0,1.01
beta,1.911,0.053,1.814,2.013,27645.0,17353.0,1.0
sigma_u,0.827,0.27,0.337,1.297,222.0,464.0,1.01
sigma_v,1.061,0.086,0.894,1.205,289.0,849.0,1.01
U[0],0.957,0.661,0.0,2.133,652.0,2817.0,1.0
U[1],0.33,0.284,0.0,0.849,10376.0,12988.0,1.0
U[2],0.602,0.468,0.0,1.441,1732.0,6298.0,1.0
U[3],0.703,0.531,0.0,1.66,1226.0,4526.0,1.0
U[4],1.009,0.687,0.0,2.214,558.0,2816.0,1.0
U[5],0.911,0.638,0.0,2.051,709.0,3167.0,1.0
U[6],0.417,0.35,0.0,1.065,4882.0,10677.0,1.0
U[7],0.75,0.559,0.0,1.763,1011.0,4303.0,1.0
U[8],0.689,0.518,0.0,1.627,1208.0,6079.0,1.0
U[9],0.508,0.408,0.0,1.242,2741.0,8668.0,1.0
U[10],0.579,0.454,0.0,1.392,1664.0,6747.0,1.0
U[11],0.648,0.492,0.0,1.536,1386.0,5153.0,1.0
U[12],0.902,0.644,0.001,2.06,714.0,3167.0,1.0
U[13],0.468,0.384,0.0,1.162,3100.0,8274.0,1.0
U[14],0.631,0.479,0.0,1.484,1350.0,5899.0,1.0
U[15],0.406,0.34,0.0,1.022,5152.0,12319.0,1.0
U[16],1.156,0.775,0.0,2.527,479.0,2466.0,1.01
U[17],0.653,0.505,0.0,1.57,1292.0,5051.0,1.0
U[18],0.392,0.329,0.0,0.992,6252.0,12532.0,1.0
U[19],0.516,0.413,0.0,1.276,2655.0,7776.0,1.0
U[20],0.736,0.548,0.0,1.711,1006.0,4164.0,1.0
U[21],0.503,0.404,0.0,1.238,2682.0,7481.0,1.0
U[22],0.742,0.546,0.0,1.721,996.0,4218.0,1.0
U[23],0.485,0.396,0.0,1.21,3023.0,9536.0,1.0
U[24],0.505,0.406,0.0,1.247,2660.0,9410.0,1.0
U[25],0.558,0.436,0.0,1.347,1755.0,6980.0,1.0
U[26],0.575,0.452,0.0,1.39,1614.0,7680.0,1.0
U[27],0.986,0.683,0.0,2.203,624.0,3047.0,1.01
U[28],0.406,0.339,0.0,1.026,4838.0,12325.0,1.0
U[29],0.579,0.457,0.0,1.403,1980.0,7350.0,1.0
U[30],0.525,0.417,0.0,1.292,2417.0,7632.0,1.0
U[31],0.822,0.597,0.0,1.885,848.0,3648.0,1.0
U[32],0.457,0.377,0.0,1.154,3654.0,9587.0,1.0
U[33],0.526,0.428,0.0,1.311,2095.0,9701.0,1.0
U[34],0.419,0.352,0.0,1.063,5305.0,11992.0,1.0
U[35],0.746,0.549,0.0,1.736,881.0,4619.0,1.0
U[36],0.991,0.681,0.0,2.195,596.0,3133.0,1.01
U[37],0.937,0.659,0.0,2.118,621.0,3380.0,1.01
U[38],0.562,0.443,0.0,1.367,1931.0,6439.0,1.0
U[39],0.545,0.435,0.0,1.337,2035.0,8567.0,1.0
U[40],0.473,0.384,0.0,1.169,3784.0,10327.0,1.0
U[41],0.577,0.451,0.0,1.392,1829.0,7326.0,1.0
U[42],0.756,0.558,0.0,1.763,959.0,4163.0,1.0
U[43],0.821,0.598,0.0,1.891,786.0,3468.0,1.0
U[44],0.518,0.414,0.0,1.272,2504.0,8649.0,1.0
U[45],0.484,0.389,0.0,1.194,2935.0,9157.0,1.0
U[46],0.838,0.608,0.0,1.919,744.0,3710.0,1.01
U[47],0.62,0.474,0.0,1.497,1448.0,5525.0,1.0
U[48],0.415,0.349,0.0,1.047,5588.0,12088.0,1.0
U[49],0.645,0.493,0.0,1.534,1438.0,5951.0,1.0
U[50],0.78,0.566,0.0,1.806,859.0,3796.0,1.0
U[51],0.314,0.274,0.0,0.813,11367.0,11232.0,1.0
U[52],0.422,0.352,0.0,1.059,4292.0,10679.0,1.0
U[53],0.606,0.462,0.0,1.445,1478.0,6718.0,1.0
U[54],1.178,0.78,0.001,2.545,463.0,2154.0,1.01
U[55],1.01,0.695,0.0,2.239,562.0,2761.0,1.01
U[56],0.553,0.443,0.0,1.359,1938.0,6206.0,1.0
U[57],0.374,0.319,0.0,0.962,5613.0,9860.0,1.0
U[58],1.148,0.768,0.0,2.502,450.0,1943.0,1.01
U[59],0.469,0.383,0.0,1.167,3496.0,9677.0,1.0
U[60],0.68,0.521,0.0,1.625,1255.0,4713.0,1.0
U[61],0.326,0.284,0.0,0.843,13290.0,11907.0,1.0
U[62],0.567,0.447,0.0,1.387,1689.0,6863.0,1.0
U[63],0.305,0.271,0.0,0.805,12012.0,11629.0,1.0
U[64],0.876,0.624,0.0,1.993,751.0,3171.0,1.0
U[65],0.733,0.547,0.0,1.731,1026.0,4424.0,1.0
U[66],0.696,0.52,0.0,1.626,1139.0,5736.0,1.0
U[67],0.473,0.387,0.0,1.189,3240.0,9580.0,1.0
U[68],0.705,0.528,0.0,1.644,1168.0,4662.0,1.0
U[69],0.357,0.305,0.0,0.913,8110.0,10795.0,1.0
U[70],0.52,0.412,0.0,1.267,2244.0,8027.0,1.0
U[71],0.647,0.501,0.0,1.567,1369.0,6333.0,1.0
U[72],0.773,0.563,0.0,1.79,885.0,3703.0,1.0
U[73],0.591,0.462,0.0,1.439,1649.0,7265.0,1.0
U[74],0.663,0.501,0.0,1.58,1155.0,5664.0,1.0
U[75],0.747,0.55,0.0,1.736,875.0,4140.0,1.0
U[76],0.684,0.514,0.0,1.615,1093.0,4480.0,1.0
U[77],0.905,0.644,0.001,2.069,699.0,3368.0,1.0
U[78],0.777,0.566,0.0,1.799,890.0,3910.0,1.0
U[79],0.738,0.541,0.0,1.699,994.0,4383.0,1.0
U[80],1.01,0.698,0.0,2.252,576.0,2430.0,1.01
U[81],0.762,0.564,0.0,1.778,944.0,3804.0,1.0
U[82],0.479,0.385,0.0,1.179,2890.0,7728.0,1.0
U[83],0.367,0.31,0.0,0.937,6193.0,11483.0,1.0
U[84],1.066,0.717,0.0,2.324,516.0,2528.0,1.01
U[85],0.58,0.453,0.0,1.411,1721.0,6106.0,1.0
U[86],0.696,0.518,0.0,1.638,1165.0,4365.0,1.0
U[87],0.855,0.618,0.0,1.963,808.0,3683.0,1.0
U[88],0.451,0.371,0.0,1.132,3842.0,9882.0,1.0
U[89],0.78,0.567,0.001,1.804,901.0,4098.0,1.0
U[90],1.003,0.691,0.0,2.234,558.0,2465.0,1.0
