,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,4.811,0.221,4.383,5.201,1024.0,4947.0,1.01
beta,1.922,0.049,1.831,2.016,34358.0,18812.0,1.0
sigma_u,0.801,0.266,0.344,1.28,178.0,587.0,1.04
sigma_v,1.311,0.181,0.945,1.614,328.0,836.0,1.02
lam,-1.418,0.48,-2.31,-0.449,2678.0,4830.0,1.0
U[0],0.878,0.628,0.0,2.017,564.0,2666.0,1.01
U[1],0.293,0.255,0.0,0.762,13503.0,12828.0,1.0
U[2],0.576,0.444,0.0,1.383,1839.0,6220.0,1.0
U[3],0.723,0.53,0.0,1.681,879.0,3585.0,1.01
U[4],0.916,0.652,0.0,2.092,560.0,2497.0,1.01
U[5],0.962,0.683,0.0,2.196,508.0,2336.0,1.01
U[6],0.39,0.319,0.0,0.963,4847.0,10088.0,1.0
U[7],0.749,0.55,0.0,1.739,871.0,3432.0,1.01
U[8],0.722,0.528,0.0,1.689,790.0,3304.0,1.01
U[9],0.524,0.402,0.0,1.247,1997.0,6978.0,1.0
U[10],0.557,0.427,0.0,1.336,1807.0,5543.0,1.0
U[11],0.602,0.448,0.0,1.419,1430.0,4685.0,1.0
U[12],0.895,0.637,0.0,2.05,543.0,3209.0,1.01
U[13],0.435,0.345,0.0,1.058,3372.0,11658.0,1.0
U[14],0.608,0.456,0.0,1.441,1303.0,5905.0,1.0
U[15],0.363,0.298,0.0,0.903,5647.0,10843.0,1.0
U[16],1.097,0.765,0.0,2.485,423.0,2045.0,1.01
U[17],0.646,0.484,0.0,1.523,1232.0,4637.0,1.01
U[18],0.34,0.288,0.0,0.865,6310.0,11480.0,1.0
U[19],0.481,0.376,0.0,1.173,2300.0,7572.0,1.0
U[20],0.754,0.55,0.0,1.743,751.0,3863.0,1.01
U[21],0.474,0.371,0.0,1.144,2364.0,8945.0,1.0
U[22],0.679,0.501,0.0,1.594,922.0,4468.0,1.01
U[23],0.478,0.373,0.0,1.158,2911.0,8782.0,1.0
U[24],0.464,0.364,0.0,1.127,3109.0,6336.0,1.0
U[25],0.579,0.443,0.0,1.382,1684.0,6261.0,1.0
U[26],0.584,0.445,0.0,1.392,1473.0,5487.0,1.0
U[27],0.878,0.628,0.0,2.019,646.0,2718.0,1.01
U[28],0.404,0.326,0.0,0.991,4639.0,11706.0,1.0
U[29],0.539,0.409,0.0,1.281,1894.0,7393.0,1.0
U[30],0.533,0.412,0.0,1.276,1817.0,6788.0,1.0
U[31],0.857,0.611,0.001,1.942,542.0,2583.0,1.01
U[32],0.426,0.345,0.0,1.054,4413.0,11602.0,1.0
U[33],0.482,0.376,0.0,1.16,2277.0,6834.0,1.0
U[34],0.393,0.321,0.0,0.975,4772.0,11727.0,1.0
U[35],0.766,0.557,0.0,1.77,836.0,4389.0,1.01
U[36],0.935,0.655,0.0,2.111,526.0,2235.0,1.01
U[37],0.924,0.656,0.0,2.106,507.0,2586.0,1.01
U[38],0.528,0.406,0.0,1.269,1603.0,6859.0,1.0
U[39],0.544,0.422,0.0,1.315,1721.0,5700.0,1.0
U[40],0.495,0.393,0.0,1.212,2322.0,8830.0,1.0
U[41],0.606,0.458,0.0,1.435,1266.0,5441.0,1.01
U[42],0.73,0.537,0.0,1.699,1017.0,4164.0,1.01
U[43],0.793,0.583,0.0,1.831,807.0,3526.0,1.01
U[44],0.546,0.422,0.0,1.306,1598.0,5900.0,1.0
U[45],0.481,0.379,0.0,1.171,2710.0,8786.0,1.0
U[46],0.883,0.634,0.0,2.032,607.0,2651.0,1.01
U[47],0.597,0.452,0.0,1.421,1456.0,5255.0,1.0
U[48],0.381,0.314,0.0,0.954,5667.0,10630.0,1.0
U[49],0.603,0.458,0.0,1.426,1452.0,5584.0,1.0
U[50],0.746,0.547,0.0,1.744,865.0,3831.0,1.01
U[51],0.268,0.234,0.0,0.697,16410.0,11072.0,1.0
U[52],0.379,0.314,0.0,0.951,5481.0,9853.0,1.0
U[53],0.655,0.481,0.0,1.519,1130.0,4509.0,1.01
U[54],1.143,0.788,0.0,2.553,417.0,1785.0,1.02
U[55],1.018,0.715,0.001,2.298,442.0,2184.0,1.01
U[56],0.538,0.415,0.0,1.281,1894.0,7679.0,1.0
U[57],0.34,0.285,0.0,0.865,7759.0,11417.0,1.0
U[58],1.124,0.781,0.001,2.534,393.0,1708.0,1.02
U[59],0.463,0.365,0.0,1.129,3414.0,9766.0,1.0
U[60],0.687,0.509,0.0,1.605,1057.0,4243.0,1.01
U[61],0.281,0.245,0.0,0.735,15924.0,12459.0,1.0
U[62],0.563,0.434,0.0,1.365,1796.0,6155.0,1.0
U[63],0.251,0.223,0.0,0.658,19895.0,11759.0,1.0
U[64],0.847,0.606,0.0,1.932,659.0,2967.0,1.01
U[65],0.748,0.546,0.0,1.724,848.0,3640.0,1.01
U[66],0.664,0.496,0.0,1.555,1116.0,4016.0,1.01
U[67],0.444,0.355,0.0,1.094,3159.0,8319.0,1.0
U[68],0.715,0.526,0.0,1.669,991.0,3683.0,1.01
U[69],0.322,0.274,0.0,0.824,10493.0,11658.0,1.0
U[70],0.504,0.398,0.0,1.224,2093.0,7583.0,1.0
U[71],0.632,0.473,0.0,1.484,1163.0,5322.0,1.01
U[72],0.835,0.605,0.0,1.933,722.0,2727.0,1.01
U[73],0.578,0.439,0.0,1.377,1576.0,6286.0,1.0
U[74],0.652,0.49,0.0,1.538,1080.0,4651.0,1.01
