,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
Normal,0,-341.19480225923553,64.6352307464382,0.0,0.9439763733889289,12.050443338409684,0.0,True,log
Skew Normal,1,-341.72626725698524,45.13379094589726,0.5314649977497314,0.056023626611071076,11.722729045713754,1.0262222331681534,True,log
