,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
Normal,0,-286.8059466560461,115.45974757364138,0.0,0.9999999999999969,9.342616371491806,0.0,True,log
Skew Normal,1,-289.7987633465572,55.54137809106851,2.992816690511148,3.1086244689504383e-15,9.695070197341732,1.9790003320804253,True,log
