,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
Normal,0,-840.7047419485391,70.17239967535284,0.0,1.0,16.72263214534302,0.0,False,log
Skew Normal,1,-841.3245395064507,64.6666039341244,0.619797557911733,0.0,16.795840356883538,0.5876037825014784,False,log
