,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
Normal,0,-91.04006972067018,8.981854813921032,0.0,1.0,5.801029330444637,0.0,False,log
Skew Normal,1,-91.497867998838,9.198450236507284,0.45779827816781093,0.0,6.082131936436811,0.4755065021634323,True,log
