,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
alpha,4.193,0.223,3.796,4.607,457.0,1264.0,1.01
beta,1.91,0.058,1.799,2.016,33646.0,17482.0,1.0
sigma_u,0.761,0.263,0.316,1.24,409.0,1099.0,1.01
sigma_v,1.205,0.076,1.053,1.338,617.0,1229.0,1.01
U[0],0.887,0.657,0.0,2.075,1080.0,3334.0,1.0
U[1],0.335,0.29,0.0,0.87,9399.0,11291.0,1.0
U[2],0.584,0.47,0.0,1.441,2509.0,6770.0,1.0
U[3],0.627,0.496,0.0,1.534,2086.0,5175.0,1.0
U[4],0.938,0.695,0.0,2.201,1072.0,3587.0,1.0
U[5],0.715,0.551,0.0,1.713,1632.0,4195.0,1.0
U[6],0.404,0.342,0.0,1.019,5657.0,10149.0,1.0
U[7],0.668,0.526,0.0,1.622,1790.0,4544.0,1.0
U[8],0.606,0.481,0.0,1.479,2217.0,6034.0,1.0
U[9],0.459,0.38,0.0,1.149,3940.0,10100.0,1.0
U[10],0.568,0.457,0.0,1.405,2691.0,6370.0,1.0
U[11],0.644,0.509,0.0,1.576,1899.0,5455.0,1.0
U[12],0.793,0.605,0.0,1.891,1463.0,3765.0,1.0
U[13],0.467,0.391,0.0,1.183,4148.0,9759.0,1.0
U[14],0.607,0.484,0.0,1.503,2355.0,5561.0,1.0
U[15],0.412,0.346,0.0,1.044,6375.0,11420.0,1.0
U[16],0.955,0.702,0.0,2.237,1043.0,2802.0,1.0
U[17],0.617,0.496,0.0,1.527,2127.0,5345.0,1.0
U[18],0.414,0.346,0.0,1.044,5762.0,11248.0,1.0
U[19],0.527,0.43,0.0,1.312,3153.0,7503.0,1.0
U[20],0.667,0.521,0.0,1.618,1842.0,4649.0,1.0
U[21],0.51,0.424,0.0,1.297,3712.0,7533.0,1.0
U[22],0.734,0.565,0.0,1.753,1483.0,4168.0,1.0
U[23],0.463,0.387,0.0,1.172,4321.0,9912.0,1.0
U[24],0.511,0.418,0.0,1.264,3149.0,7552.0,1.0
U[25],0.509,0.414,0.0,1.265,3119.0,8326.0,1.0
U[26],0.534,0.43,0.0,1.317,3184.0,7884.0,1.0
U[27],0.954,0.698,0.0,2.219,971.0,3407.0,1.0
U[28],0.39,0.332,0.0,0.997,7714.0,11246.0,1.0
U[29],0.583,0.464,0.0,1.429,2511.0,6801.0,1.0
U[30],0.478,0.397,0.0,1.208,4232.0,8124.0,1.0
U[31],0.685,0.538,0.0,1.669,1783.0,4321.0,1.0
U[32],0.457,0.382,0.0,1.157,4257.0,10067.0,1.0
U[33],0.54,0.436,0.0,1.341,2628.0,7674.0,1.0
U[34],0.42,0.357,0.0,1.071,5678.0,11101.0,1.0
U[35],0.649,0.511,0.0,1.567,1902.0,5366.0,1.0
U[36],0.879,0.657,0.0,2.081,1126.0,3373.0,1.0
U[37],0.813,0.614,0.0,1.932,1275.0,3759.0,1.0
U[38],0.549,0.444,0.0,1.359,2763.0,6934.0,1.0
U[39],0.519,0.423,0.0,1.3,3249.0,6555.0,1.0
U[40],0.43,0.361,0.0,1.087,5104.0,8913.0,1.0
U[41],0.509,0.414,0.0,1.259,3264.0,7260.0,1.0
U[42],0.724,0.56,0.0,1.752,1492.0,4559.0,1.0
U[43],0.747,0.572,0.0,1.802,1487.0,3813.0,1.0
U[44],0.467,0.384,0.0,1.164,4200.0,8328.0,1.0
U[45],0.459,0.383,0.0,1.162,4486.0,7976.0,1.0
U[46],0.685,0.54,0.0,1.679,1597.0,4668.0,1.0
U[47],0.593,0.471,0.0,1.453,2301.0,5884.0,1.0
U[48],0.42,0.357,0.0,1.065,5814.0,10580.0,1.0
U[49],0.639,0.506,0.0,1.578,2019.0,5053.0,1.0
U[50],0.727,0.562,0.001,1.745,1663.0,4267.0,1.0
U[51],0.326,0.287,0.0,0.852,11776.0,10629.0,1.0
U[52],0.43,0.361,0.0,1.092,5458.0,10878.0,1.0
U[53],0.522,0.427,0.0,1.302,3447.0,7569.0,1.0
U[54],0.931,0.687,0.0,2.177,1126.0,3545.0,1.0
U[55],0.801,0.608,0.0,1.893,1324.0,4047.0,1.0
