,mean,sd,hdi_3%,hdi_97%,ess_bulk,ess_tail,r_hat
U[40],0.495,0.413,0.0,1.249,10139.0,10109.0,1.0
U[41],0.487,0.402,0.0,1.218,10928.0,10329.0,1.0
U[42],0.516,0.42,0.0,1.283,7717.0,9466.0,1.0
U[43],0.405,0.35,0.0,1.044,14392.0,9501.0,1.0
U[44],0.902,0.631,0.0,2.015,1653.0,7423.0,1.0
U[45],0.771,0.573,0.0,1.793,2650.0,8671.0,1.0
U[46],0.787,0.588,0.0,1.84,2316.0,6340.0,1.0
U[47],1.637,0.958,0.004,3.216,607.0,2576.0,1.0
U[48],1.744,0.995,0.0,3.368,524.0,2051.0,1.0
U[49],0.433,0.369,0.0,1.109,13823.0,10192.0,1.0
U[50],0.704,0.54,0.0,1.687,2600.0,7020.0,1.0
U[51],0.682,0.514,0.0,1.622,3607.0,9048.0,1.0
U[52],1.198,0.778,0.001,2.533,925.0,4514.0,1.0
U[53],0.981,0.674,0.001,2.163,1413.0,5472.0,1.0
U[54],0.98,0.68,0.0,2.19,1292.0,5606.0,1.0
U[55],0.584,0.463,0.0,1.423,6314.0,10091.0,1.0
U[56],0.59,0.466,0.0,1.437,5751.0,8242.0,1.0
U[57],1.045,0.701,0.0,2.259,1081.0,5215.0,1.0
U[58],1.202,0.774,0.0,2.526,868.0,3177.0,1.0
U[59],1.938,1.063,0.006,3.641,501.0,1839.0,1.01
U[60],0.357,0.313,0.0,0.931,17341.0,11073.0,1.0
U[61],0.699,0.529,0.0,1.649,2895.0,7120.0,1.0
U[62],0.811,0.592,0.0,1.874,2128.0,7310.0,1.0
U[63],0.606,0.481,0.0,1.484,4994.0,8066.0,1.0
U[64],1.051,0.714,0.0,2.307,1170.0,4675.0,1.0
U[65],0.752,0.564,0.0,1.778,2751.0,8623.0,1.0
U[66],0.944,0.66,0.0,2.107,1471.0,6275.0,1.0
U[67],0.383,0.328,0.0,0.981,18359.0,11917.0,1.0
U[68],0.584,0.462,0.0,1.422,6377.0,9662.0,1.0
U[69],0.417,0.357,0.0,1.075,12755.0,9110.0,1.0
U[70],1.084,0.726,0.0,2.342,1091.0,4864.0,1.0
U[71],2.12,1.126,0.048,3.948,464.0,1267.0,1.01
U[72],0.765,0.569,0.0,1.794,2732.0,8075.0,1.0
U[73],1.039,0.703,0.0,2.264,1173.0,5842.0,1.0
U[74],0.76,0.573,0.0,1.806,2476.0,6251.0,1.0
U[75],1.014,0.698,0.001,2.226,1260.0,4628.0,1.0
U[76],0.558,0.449,0.0,1.38,8075.0,9277.0,1.0
U[77],0.594,0.47,0.0,1.45,5392.0,8615.0,1.0
U[78],2.059,1.116,0.006,3.853,491.0,1460.0,1.0
U[79],1.14,0.753,0.0,2.432,1025.0,3308.0,1.0
U[80],1.548,0.918,0.001,3.087,675.0,3003.0,1.0
U[81],1.012,0.698,0.0,2.244,1221.0,5280.0,1.0
U[82],2.146,1.147,0.002,3.967,458.0,1264.0,1.01
U[83],1.066,0.722,0.0,2.328,1099.0,4689.0,1.0
U[84],0.925,0.653,0.0,2.079,1445.0,6432.0,1.0
U[85],1.175,0.769,0.001,2.494,1092.0,4442.0,1.0
U[86],1.155,0.754,0.001,2.464,924.0,4418.0,1.0
U[87],0.745,0.561,0.0,1.748,2463.0,8688.0,1.0
U[88],1.706,0.98,0.001,3.326,588.0,1937.0,1.0
U[89],0.508,0.422,0.0,1.272,10202.0,9551.0,1.0
U[90],0.724,0.544,0.0,1.693,3211.0,9066.0,1.0
U[91],0.645,0.499,0.0,1.545,3931.0,6969.0,1.0
U[92],0.948,0.666,0.0,2.133,1411.0,6014.0,1.0
U[93],0.738,0.555,0.0,1.743,2714.0,7588.0,1.0
U[94],0.818,0.591,0.0,1.867,1979.0,6195.0,1.0
U[95],0.544,0.442,0.0,1.351,7324.0,9433.0,1.0
U[96],0.765,0.573,0.0,1.81,2131.0,8835.0,1.0
U[97],0.443,0.373,0.0,1.123,13498.0,10748.0,1.0
U[98],0.467,0.389,0.0,1.18,10431.0,9896.0,1.0
U[99],1.0,0.682,0.0,2.202,1314.0,5311.0,1.0
U[100],0.865,0.626,0.0,1.976,1994.0,7196.0,1.0
U[101],0.951,0.665,0.0,2.129,1204.0,5146.0,1.0
U[102],1.282,0.812,0.0,2.671,769.0,3155.0,1.0
U[103],0.799,0.584,0.0,1.847,2192.0,7851.0,1.0
U[104],0.932,0.646,0.0,2.069,1573.0,6060.0,1.0
U[105],0.992,0.672,0.0,2.168,1346.0,5117.0,1.0
U[106],1.652,0.954,0.0,3.219,595.0,2160.0,1.0
U[107],0.639,0.5,0.0,1.542,4360.0,9411.0,1.0
U[108],1.374,0.844,0.001,2.791,739.0,2897.0,1.0
U[109],1.142,0.76,0.0,2.463,962.0,4607.0,1.0
U[110],1.336,0.821,0.0,2.735,705.0,2770.0,1.0
U[111],0.563,0.454,0.0,1.389,6302.0,8767.0,1.0
U[112],1.724,0.988,0.0,3.339,537.0,1605.0,1.0
U[113],0.693,0.525,0.0,1.648,3375.0,9736.0,1.0
U[114],1.149,0.754,0.0,2.447,967.0,6397.0,1.0
U[115],0.582,0.467,0.0,1.424,6546.0,7245.0,1.0
U[116],0.769,0.565,0.0,1.78,2456.0,7738.0,1.0
U[117],0.974,0.677,0.0,2.163,1357.0,5272.0,1.0
U[118],0.531,0.436,0.0,1.322,8713.0,8602.0,1.0
U[119],0.641,0.499,0.0,1.548,4206.0,7752.0,1.0
U[120],1.893,1.041,0.015,3.6,492.0,1630.0,1.0
U[121],1.216,0.782,0.001,2.574,891.0,4569.0,1.0
U[122],0.947,0.661,0.0,2.102,1457.0,6243.0,1.0
U[123],0.611,0.482,0.0,1.485,4567.0,8093.0,1.0
U[124],0.635,0.499,0.0,1.549,4705.0,8763.0,1.0
U[125],0.374,0.331,0.0,0.982,13705.0,8520.0,1.0
U[126],1.024,0.694,0.0,2.24,1153.0,5561.0,1.0
U[127],1.155,0.758,0.0,2.467,1043.0,4756.0,1.0
U[128],0.631,0.496,0.0,1.529,4241.0,8660.0,1.0
U[129],0.612,0.48,0.0,1.483,5086.0,8893.0,1.0
U[130],0.675,0.521,0.0,1.619,3830.0,8309.0,1.0
U[131],3.499,1.627,0.367,6.167,358.0,781.0,1.01
U[132],0.81,0.586,0.0,1.857,1806.0,6714.0,1.0
U[133],0.545,0.442,0.0,1.351,7547.0,10499.0,1.0
U[134],1.762,1.001,0.001,3.395,550.0,1725.0,1.01
U[135],0.716,0.54,0.0,1.692,2887.0,7980.0,1.0
U[136],1.148,0.759,0.0,2.462,907.0,4157.0,1.0
U[137],0.667,0.513,0.0,1.598,3272.0,8667.0,1.0
U[138],0.676,0.518,0.0,1.617,3603.0,8063.0,1.0
U[139],1.153,0.758,0.001,2.485,1039.0,4404.0,1.0
U[140],0.805,0.586,0.0,1.859,1831.0,6305.0,1.0
U[141],0.999,0.681,0.0,2.184,1194.0,5615.0,1.0
U[142],0.838,0.598,0.0,1.902,2242.0,8626.0,1.0
U[143],0.958,0.666,0.0,2.133,1367.0,6913.0,1.0
U[144],1.047,0.71,0.0,2.276,1134.0,4884.0,1.0
U[145],0.559,0.453,0.0,1.391,6296.0,8370.0,1.0
U[146],1.856,1.038,0.008,3.552,510.0,1598.0,1.0
U[147],1.362,0.841,0.001,2.793,777.0,3296.0,1.0
U[148],0.577,0.466,0.0,1.428,5353.0,8307.0,1.0
U[149],0.798,0.585,0.0,1.849,2211.0,8450.0,1.0
U[150],0.883,0.626,0.0,1.995,1643.0,6827.0,1.0
U[151],0.471,0.392,0.0,1.176,12013.0,9488.0,1.0
U[152],1.237,0.794,0.0,2.604,833.0,3855.0,1.0
U[153],1.003,0.691,0.0,2.213,1331.0,5086.0,1.0
U[154],2.079,1.112,0.0,3.869,458.0,1222.0,1.0
U[155],1.12,0.74,0.0,2.394,1053.0,5256.0,1.0
U[156],1.11,0.732,0.0,2.377,1009.0,5042.0,1.0
U[157],1.485,0.892,0.001,2.983,626.0,2221.0,1.0
U[158],1.832,1.033,0.005,3.535,530.0,1609.0,1.01
U[159],1.353,0.83,0.002,2.761,741.0,2899.0,1.0
U[160],0.942,0.66,0.0,2.105,1479.0,6683.0,1.0
U[161],1.162,0.756,0.0,2.466,1086.0,4500.0,1.0
U[162],0.565,0.455,0.0,1.392,6426.0,8298.0,1.0
U[163],1.312,0.824,0.0,2.71,773.0,3055.0,1.0
U[164],2.816,1.375,0.163,5.038,387.0,904.0,1.01
U[165],1.209,0.781,0.0,2.543,918.0,4988.0,1.0
U[166],0.613,0.485,0.0,1.493,4709.0,9222.0,1.0
U[167],0.845,0.61,0.0,1.939,1763.0,7000.0,1.0
U[168],1.449,0.877,0.001,2.926,681.0,2943.0,1.0
U[169],1.093,0.724,0.0,2.349,1050.0,5228.0,1.0
U[170],0.488,0.406,0.0,1.233,10585.0,9181.0,1.0
U[171],0.767,0.567,0.0,1.793,2581.0,8038.0,1.0
U[172],1.184,0.768,0.001,2.504,956.0,3787.0,1.0
U[173],1.05,0.707,0.0,2.285,1242.0,6039.0,1.0
U[174],1.342,0.837,0.004,2.759,738.0,2738.0,1.0
U[175],0.92,0.646,0.0,2.059,1642.0,5413.0,1.0
U[176],0.4,0.348,0.0,1.034,17264.0,11125.0,1.0
U[177],0.627,0.488,0.0,1.51,4271.0,9440.0,1.0
U[178],0.749,0.557,0.0,1.746,2387.0,8100.0,1.0
U[179],0.906,0.639,0.0,2.038,1684.0,6780.0,1.0
U[180],0.814,0.591,0.0,1.868,2169.0,8045.0,1.0
U[181],0.543,0.438,0.0,1.352,6770.0,8653.0,1.0
U[182],1.845,1.02,0.029,3.541,512.0,1487.0,1.0
U[183],0.497,0.417,0.0,1.267,9436.0,8662.0,1.0
U[184],0.594,0.47,0.0,1.441,5644.0,8489.0,1.0
U[185],0.912,0.64,0.0,2.041,1606.0,6192.0,1.0
U[186],0.897,0.636,0.0,2.038,1566.0,6619.0,1.0
U[187],1.162,0.764,0.001,2.477,971.0,4029.0,1.0
U[188],1.046,0.701,0.0,2.272,1295.0,6653.0,1.0
U[189],1.005,0.693,0.0,2.218,1376.0,5657.0,1.0
U[190],2.423,1.239,0.079,4.389,423.0,1201.0,1.0
U[191],0.573,0.46,0.0,1.405,5349.0,8582.0,1.0
U[192],0.844,0.612,0.0,1.93,1976.0,6468.0,1.0
U[193],0.603,0.472,0.0,1.465,5336.0,8159.0,1.0
U[194],1.004,0.681,0.0,2.191,1310.0,5440.0,1.0
U[195],0.843,0.608,0.0,1.917,1810.0,7790.0,1.0
U[196],0.979,0.682,0.0,2.169,1345.0,4471.0,1.0
U[197],0.556,0.445,0.0,1.351,6211.0,8904.0,1.0
U[198],0.913,0.639,0.0,2.042,1633.0,7142.0,1.0
U[199],0.874,0.619,0.0,1.963,1626.0,6529.0,1.0
