,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
Normal,0,-793.9889178683123,96.34335317091666,0.0,0.8728317297278329,16.043354272645434,0.0,True,log
Skew Normal,1,-794.3071366655824,78.41305735995024,0.3182187972700756,0.12716827027216715,16.03446525822028,0.9274586158480831,True,log
