,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
Normal,0,-159.83015170428257,30.222635756637487,0.0,0.8312854112128352,6.738681369454851,0.0,True,log
Skew Normal,1,-159.97750185600842,25.38002492586341,0.14735015172583488,0.16871458878716483,6.760304858173676,0.6673418879524179,True,log
